uitkomstmaat,model,ggd_regio,b,ll,ul,referentie_regio,beta_referentie_regio,goedkoper_dan_ref_regio,duurder_dan_ref_regio,verschil
Gezondheid Algemeen,1,GGD Groningen,0.4496714153011233,0.4046259937307007,0.49471683687154594,GGD Groningen,0.4496714153011233,False,False,0.0
Gezondheid Algemeen,1,GGD Drenthe,0.38617356988288154,0.34748898673436046,0.4248581530314026,GGD Groningen,0.4496714153011233,False,False,0.0
Gezondheid Algemeen,1,GGD IJsselland,0.46476885381006927,0.4182110601850129,0.5113266474351256,GGD Groningen,0.4496714153011233,False,False,0.0
Gezondheid Algemeen,1,GGD Regio Twente,0.5523029856408026,0.49697654064955726,0.6076294306320479,GGD Groningen,0.4496714153011233,False,True,0.10263157033967929
Gezondheid Algemeen,1,GGD Noord- en Oost-Gelderland,0.3765846625276664,0.33886063937810845,0.4143086856772244,GGD Groningen,0.4496714153011233,False,False,0.0
Gezondheid Algemeen,1,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,0.3388621166919773,0.4143104919181866,GGD Groningen,0.4496714153011233,False,False,0.0
Gezondheid Algemeen,1,GGD Gelderland-Zuid,0.5579212815507392,0.5020320289200512,0.6138105341814272,GGD Groningen,0.4496714153011233,False,True,0.10824986624961586
Gezondheid Algemeen,1,GGD Flevoland,0.4767434729152909,0.4289861328049888,0.524500813025593,GGD Groningen,0.4496714153011233,False,False,0.0
Gezondheid Algemeen,1,GGD Regio Utrecht,0.3530525614065048,0.3176858449021351,0.38841927791087455,GGD Groningen,0.4496714153011233,True,False,-0.0966188538946185
Gezondheid Algemeen,1,GGD Hollands-Noorden,0.4542560043585965,0.40875132578451767,0.4997606829326753,GGD Groningen,0.4496714153011233,False,False,0.0
Gezondheid Algemeen,1,GGD Kennemerland,0.3536582307187538,0.3182308418465747,0.3890856195909329,GGD Groningen,0.4496714153011233,True,False,-0.09601318458236952
Gezondheid Algemeen,1,GGD Amsterdam,0.3534270246429743,0.31802279662736455,0.3888312526585841,GGD Groningen,0.4496714153011233,True,False,-0.09624439065814899
Gezondheid Algemeen,1,GGD Gooi en Vechtstreek,0.42419622715660343,0.38170275919165353,0.46668969512155334,GGD Groningen,0.4496714153011233,False,False,0.0
Gezondheid Algemeen,1,GGD Hollands-Midden,0.20867197553422023,0.1877684517877145,0.22957549928072596,GGD Groningen,0.4496714153011233,True,False,-0.24099943976690308
Gezondheid Algemeen,1,GGD Rotterdam-Rijnmond,0.22750821674869673,0.20471778981591648,0.250298643681477,GGD Groningen,0.4496714153011233,True,False,-0.22216319855242658
Gezondheid Algemeen,1,Dienst Gezondheid & Jeugd ZHZ,0.34377124707590273,0.30933427772139266,0.3782082164304128,GGD Groningen,0.4496714153011233,True,False,-0.10590016822522058
Gezondheid Algemeen,1,GGD Zeeland,0.29871688796655765,0.26879319771008986,0.32864057822302545,GGD Groningen,0.4496714153011233,True,False,-0.15095452733456566
Gezondheid Algemeen,1,GGD West-Brabant,0.4314247332595274,0.3882071563260042,0.4746423101930506,GGD Groningen,0.4496714153011233,False,False,0.0
Gezondheid Algemeen,1,GGD Hart voor Brabant,0.3091975924478789,0.27822400723333385,0.340171177662424,GGD Groningen,0.4496714153011233,True,False,-0.1404738228532444
Gezondheid Algemeen,1,GGD Brabant-Zuidoost,0.2587696298664709,0.2328476195488889,0.28469164018405285,GGD Groningen,0.4496714153011233,True,False,-0.19090178543465242
Gezondheid Algemeen,1,GGD Limburg-Noord,0.5465648768921554,0.49181324168157325,0.6013165121027375,GGD Groningen,0.4496714153011233,False,False,0.0
Gezondheid Algemeen,1,GGD Zuid-Limburg,0.3774223699513465,0.3396144302290015,0.41523030967369146,GGD Groningen,0.4496714153011233,False,False,0.0
Gezondheid Algemeen,1,GGD Haaglanden,0.4067528204687924,0.3660067297689742,0.4474989111686106,GGD Groningen,0.4496714153011233,False,False,0.0
Gezondheid Algemeen,1,GGD Fryslân,0.2575251813786543,0.23172783254687934,0.2833225302104293,GGD Groningen,0.4496714153011233,True,False,-0.192146233922469
Gezondheid Algemeen,1,GGD Zaanstreek/Waterland,0.34556172754748177,0.31094539845403457,0.38017805664092896,GGD Groningen,0.4496714153011233,True,False,-0.10410968775364154
Gezondheid Algemeen,1,GGD Groningen,0.4496714153011233,0.4046259937307007,0.49471683687154594,GGD Drenthe,0.38617356988288154,False,False,0.0
Gezondheid Algemeen,1,GGD Drenthe,0.38617356988288154,0.34748898673436046,0.4248581530314026,GGD Drenthe,0.38617356988288154,False,False,0.0
Gezondheid Algemeen,1,GGD IJsselland,0.46476885381006927,0.4182110601850129,0.5113266474351256,GGD Drenthe,0.38617356988288154,False,False,0.0
Gezondheid Algemeen,1,GGD Regio Twente,0.5523029856408026,0.49697654064955726,0.6076294306320479,GGD Drenthe,0.38617356988288154,False,True,0.16612941575792106
Gezondheid Algemeen,1,GGD Noord- en Oost-Gelderland,0.3765846625276664,0.33886063937810845,0.4143086856772244,GGD Drenthe,0.38617356988288154,False,False,0.0
Gezondheid Algemeen,1,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,0.3388621166919773,0.4143104919181866,GGD Drenthe,0.38617356988288154,False,False,0.0
Gezondheid Algemeen,1,GGD Gelderland-Zuid,0.5579212815507392,0.5020320289200512,0.6138105341814272,GGD Drenthe,0.38617356988288154,False,True,0.17174771166785763
Gezondheid Algemeen,1,GGD Flevoland,0.4767434729152909,0.4289861328049888,0.524500813025593,GGD Drenthe,0.38617356988288154,False,True,0.09056990303240936
Gezondheid Algemeen,1,GGD Regio Utrecht,0.3530525614065048,0.3176858449021351,0.38841927791087455,GGD Drenthe,0.38617356988288154,False,False,0.0
Gezondheid Algemeen,1,GGD Hollands-Noorden,0.4542560043585965,0.40875132578451767,0.4997606829326753,GGD Drenthe,0.38617356988288154,False,False,0.0
Gezondheid Algemeen,1,GGD Kennemerland,0.3536582307187538,0.3182308418465747,0.3890856195909329,GGD Drenthe,0.38617356988288154,False,False,0.0
Gezondheid Algemeen,1,GGD Amsterdam,0.3534270246429743,0.31802279662736455,0.3888312526585841,GGD Drenthe,0.38617356988288154,False,False,0.0
Gezondheid Algemeen,1,GGD Gooi en Vechtstreek,0.42419622715660343,0.38170275919165353,0.46668969512155334,GGD Drenthe,0.38617356988288154,False,False,0.0
Gezondheid Algemeen,1,GGD Hollands-Midden,0.20867197553422023,0.1877684517877145,0.22957549928072596,GGD Drenthe,0.38617356988288154,True,False,-0.1775015943486613
Gezondheid Algemeen,1,GGD Rotterdam-Rijnmond,0.22750821674869673,0.20471778981591648,0.250298643681477,GGD Drenthe,0.38617356988288154,True,False,-0.1586653531341848
Gezondheid Algemeen,1,Dienst Gezondheid & Jeugd ZHZ,0.34377124707590273,0.30933427772139266,0.3782082164304128,GGD Drenthe,0.38617356988288154,False,False,0.0
Gezondheid Algemeen,1,GGD Zeeland,0.29871688796655765,0.26879319771008986,0.32864057822302545,GGD Drenthe,0.38617356988288154,True,False,-0.08745668191632389
Gezondheid Algemeen,1,GGD West-Brabant,0.4314247332595274,0.3882071563260042,0.4746423101930506,GGD Drenthe,0.38617356988288154,False,False,0.0
Gezondheid Algemeen,1,GGD Hart voor Brabant,0.3091975924478789,0.27822400723333385,0.340171177662424,GGD Drenthe,0.38617356988288154,True,False,-0.07697597743500262
Gezondheid Algemeen,1,GGD Brabant-Zuidoost,0.2587696298664709,0.2328476195488889,0.28469164018405285,GGD Drenthe,0.38617356988288154,True,False,-0.12740394001641064
Gezondheid Algemeen,1,GGD Limburg-Noord,0.5465648768921554,0.49181324168157325,0.6013165121027375,GGD Drenthe,0.38617356988288154,False,True,0.16039130700927384
Gezondheid Algemeen,1,GGD Zuid-Limburg,0.3774223699513465,0.3396144302290015,0.41523030967369146,GGD Drenthe,0.38617356988288154,False,False,0.0
Gezondheid Algemeen,1,GGD Haaglanden,0.4067528204687924,0.3660067297689742,0.4474989111686106,GGD Drenthe,0.38617356988288154,False,False,0.0
Gezondheid Algemeen,1,GGD Fryslân,0.2575251813786543,0.23172783254687934,0.2833225302104293,GGD Drenthe,0.38617356988288154,True,False,-0.12864838850422722
Gezondheid Algemeen,1,GGD Zaanstreek/Waterland,0.34556172754748177,0.31094539845403457,0.38017805664092896,GGD Drenthe,0.38617356988288154,False,False,0.0
Gezondheid Algemeen,1,GGD Groningen,0.4496714153011233,0.4046259937307007,0.49471683687154594,GGD IJsselland,0.46476885381006927,False,False,0.0
Gezondheid Algemeen,1,GGD Drenthe,0.38617356988288154,0.34748898673436046,0.4248581530314026,GGD IJsselland,0.46476885381006927,False,False,0.0
Gezondheid Algemeen,1,GGD IJsselland,0.46476885381006927,0.4182110601850129,0.5113266474351256,GGD IJsselland,0.46476885381006927,False,False,0.0
Gezondheid Algemeen,1,GGD Regio Twente,0.5523029856408026,0.49697654064955726,0.6076294306320479,GGD IJsselland,0.46476885381006927,False,False,0.0
Gezondheid Algemeen,1,GGD Noord- en Oost-Gelderland,0.3765846625276664,0.33886063937810845,0.4143086856772244,GGD IJsselland,0.46476885381006927,True,False,-0.08818419128240285
Gezondheid Algemeen,1,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,0.3388621166919773,0.4143104919181866,GGD IJsselland,0.46476885381006927,True,False,-0.08818254950498733
Gezondheid Algemeen,1,GGD Gelderland-Zuid,0.5579212815507392,0.5020320289200512,0.6138105341814272,GGD IJsselland,0.46476885381006927,False,False,0.0
Gezondheid Algemeen,1,GGD Flevoland,0.4767434729152909,0.4289861328049888,0.524500813025593,GGD IJsselland,0.46476885381006927,False,False,0.0
Gezondheid Algemeen,1,GGD Regio Utrecht,0.3530525614065048,0.3176858449021351,0.38841927791087455,GGD IJsselland,0.46476885381006927,True,False,-0.11171629240356445
Gezondheid Algemeen,1,GGD Hollands-Noorden,0.4542560043585965,0.40875132578451767,0.4997606829326753,GGD IJsselland,0.46476885381006927,False,False,0.0
Gezondheid Algemeen,1,GGD Kennemerland,0.3536582307187538,0.3182308418465747,0.3890856195909329,GGD IJsselland,0.46476885381006927,True,False,-0.11111062309131547
Gezondheid Algemeen,1,GGD Amsterdam,0.3534270246429743,0.31802279662736455,0.3888312526585841,GGD IJsselland,0.46476885381006927,True,False,-0.11134182916709495
Gezondheid Algemeen,1,GGD Gooi en Vechtstreek,0.42419622715660343,0.38170275919165353,0.46668969512155334,GGD IJsselland,0.46476885381006927,False,False,0.0
Gezondheid Algemeen,1,GGD Hollands-Midden,0.20867197553422023,0.1877684517877145,0.22957549928072596,GGD IJsselland,0.46476885381006927,True,False,-0.25609687827584904
Gezondheid Algemeen,1,GGD Rotterdam-Rijnmond,0.22750821674869673,0.20471778981591648,0.250298643681477,GGD IJsselland,0.46476885381006927,True,False,-0.23726063706137254
Gezondheid Algemeen,1,Dienst Gezondheid & Jeugd ZHZ,0.34377124707590273,0.30933427772139266,0.3782082164304128,GGD IJsselland,0.46476885381006927,True,False,-0.12099760673416654
Gezondheid Algemeen,1,GGD Zeeland,0.29871688796655765,0.26879319771008986,0.32864057822302545,GGD IJsselland,0.46476885381006927,True,False,-0.16605196584351162
Gezondheid Algemeen,1,GGD West-Brabant,0.4314247332595274,0.3882071563260042,0.4746423101930506,GGD IJsselland,0.46476885381006927,False,False,0.0
Gezondheid Algemeen,1,GGD Hart voor Brabant,0.3091975924478789,0.27822400723333385,0.340171177662424,GGD IJsselland,0.46476885381006927,True,False,-0.15557126136219035
Gezondheid Algemeen,1,GGD Brabant-Zuidoost,0.2587696298664709,0.2328476195488889,0.28469164018405285,GGD IJsselland,0.46476885381006927,True,False,-0.20599922394359838
Gezondheid Algemeen,1,GGD Limburg-Noord,0.5465648768921554,0.49181324168157325,0.6013165121027375,GGD IJsselland,0.46476885381006927,False,False,0.0
Gezondheid Algemeen,1,GGD Zuid-Limburg,0.3774223699513465,0.3396144302290015,0.41523030967369146,GGD IJsselland,0.46476885381006927,True,False,-0.08734648385872279
Gezondheid Algemeen,1,GGD Haaglanden,0.4067528204687924,0.3660067297689742,0.4474989111686106,GGD IJsselland,0.46476885381006927,False,False,0.0
Gezondheid Algemeen,1,GGD Fryslân,0.2575251813786543,0.23172783254687934,0.2833225302104293,GGD IJsselland,0.46476885381006927,True,False,-0.20724367243141495
Gezondheid Algemeen,1,GGD Zaanstreek/Waterland,0.34556172754748177,0.31094539845403457,0.38017805664092896,GGD IJsselland,0.46476885381006927,True,False,-0.1192071262625875
Gezondheid Algemeen,1,GGD Groningen,0.4496714153011233,0.4046259937307007,0.49471683687154594,GGD Regio Twente,0.5523029856408026,True,False,-0.10263157033967929
Gezondheid Algemeen,1,GGD Drenthe,0.38617356988288154,0.34748898673436046,0.4248581530314026,GGD Regio Twente,0.5523029856408026,True,False,-0.16612941575792106
Gezondheid Algemeen,1,GGD IJsselland,0.46476885381006927,0.4182110601850129,0.5113266474351256,GGD Regio Twente,0.5523029856408026,False,False,0.0
Gezondheid Algemeen,1,GGD Regio Twente,0.5523029856408026,0.49697654064955726,0.6076294306320479,GGD Regio Twente,0.5523029856408026,False,False,0.0
Gezondheid Algemeen,1,GGD Noord- en Oost-Gelderland,0.3765846625276664,0.33886063937810845,0.4143086856772244,GGD Regio Twente,0.5523029856408026,True,False,-0.17571832311313618
Gezondheid Algemeen,1,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,0.3388621166919773,0.4143104919181866,GGD Regio Twente,0.5523029856408026,True,False,-0.17571668133572066
Gezondheid Algemeen,1,GGD Gelderland-Zuid,0.5579212815507392,0.5020320289200512,0.6138105341814272,GGD Regio Twente,0.5523029856408026,False,False,0.0
Gezondheid Algemeen,1,GGD Flevoland,0.4767434729152909,0.4289861328049888,0.524500813025593,GGD Regio Twente,0.5523029856408026,False,False,0.0
Gezondheid Algemeen,1,GGD Regio Utrecht,0.3530525614065048,0.3176858449021351,0.38841927791087455,GGD Regio Twente,0.5523029856408026,True,False,-0.19925042423429778
Gezondheid Algemeen,1,GGD Hollands-Noorden,0.4542560043585965,0.40875132578451767,0.4997606829326753,GGD Regio Twente,0.5523029856408026,False,False,0.0
Gezondheid Algemeen,1,GGD Kennemerland,0.3536582307187538,0.3182308418465747,0.3890856195909329,GGD Regio Twente,0.5523029856408026,True,False,-0.1986447549220488
Gezondheid Algemeen,1,GGD Amsterdam,0.3534270246429743,0.31802279662736455,0.3888312526585841,GGD Regio Twente,0.5523029856408026,True,False,-0.19887596099782828
Gezondheid Algemeen,1,GGD Gooi en Vechtstreek,0.42419622715660343,0.38170275919165353,0.46668969512155334,GGD Regio Twente,0.5523029856408026,True,False,-0.12810675848419917
Gezondheid Algemeen,1,GGD Hollands-Midden,0.20867197553422023,0.1877684517877145,0.22957549928072596,GGD Regio Twente,0.5523029856408026,True,False,-0.34363101010658237
Gezondheid Algemeen,1,GGD Rotterdam-Rijnmond,0.22750821674869673,0.20471778981591648,0.250298643681477,GGD Regio Twente,0.5523029856408026,True,False,-0.3247947688921059
Gezondheid Algemeen,1,Dienst Gezondheid & Jeugd ZHZ,0.34377124707590273,0.30933427772139266,0.3782082164304128,GGD Regio Twente,0.5523029856408026,True,False,-0.20853173856489987
Gezondheid Algemeen,1,GGD Zeeland,0.29871688796655765,0.26879319771008986,0.32864057822302545,GGD Regio Twente,0.5523029856408026,True,False,-0.25358609767424495
Gezondheid Algemeen,1,GGD West-Brabant,0.4314247332595274,0.3882071563260042,0.4746423101930506,GGD Regio Twente,0.5523029856408026,True,False,-0.1208782523812752
Gezondheid Algemeen,1,GGD Hart voor Brabant,0.3091975924478789,0.27822400723333385,0.340171177662424,GGD Regio Twente,0.5523029856408026,True,False,-0.24310539319292368
Gezondheid Algemeen,1,GGD Brabant-Zuidoost,0.2587696298664709,0.2328476195488889,0.28469164018405285,GGD Regio Twente,0.5523029856408026,True,False,-0.2935333557743317
Gezondheid Algemeen,1,GGD Limburg-Noord,0.5465648768921554,0.49181324168157325,0.6013165121027375,GGD Regio Twente,0.5523029856408026,False,False,0.0
Gezondheid Algemeen,1,GGD Zuid-Limburg,0.3774223699513465,0.3396144302290015,0.41523030967369146,GGD Regio Twente,0.5523029856408026,True,False,-0.17488061568945612
Gezondheid Algemeen,1,GGD Haaglanden,0.4067528204687924,0.3660067297689742,0.4474989111686106,GGD Regio Twente,0.5523029856408026,True,False,-0.1455501651720102
Gezondheid Algemeen,1,GGD Fryslân,0.2575251813786543,0.23172783254687934,0.2833225302104293,GGD Regio Twente,0.5523029856408026,True,False,-0.2947778042621483
Gezondheid Algemeen,1,GGD Zaanstreek/Waterland,0.34556172754748177,0.31094539845403457,0.38017805664092896,GGD Regio Twente,0.5523029856408026,True,False,-0.20674125809332083
Gezondheid Algemeen,1,GGD Groningen,0.4496714153011233,0.4046259937307007,0.49471683687154594,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,False,0.0
Gezondheid Algemeen,1,GGD Drenthe,0.38617356988288154,0.34748898673436046,0.4248581530314026,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,False,0.0
Gezondheid Algemeen,1,GGD IJsselland,0.46476885381006927,0.4182110601850129,0.5113266474351256,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,True,0.08818419128240285
Gezondheid Algemeen,1,GGD Regio Twente,0.5523029856408026,0.49697654064955726,0.6076294306320479,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,True,0.17571832311313618
Gezondheid Algemeen,1,GGD Noord- en Oost-Gelderland,0.3765846625276664,0.33886063937810845,0.4143086856772244,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,False,0.0
Gezondheid Algemeen,1,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.37658630430508194,0.3388621166919773,0.4143104919181866,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,False,0.0
Gezondheid Algemeen,1,GGD Gelderland-Zuid,0.5579212815507392,0.5020320289200512,0.6138105341814272,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,True,0.18133661902307274
Gezondheid Algemeen,1,GGD Flevoland,0.4767434729152909,0.4289861328049888,0.524500813025593,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,True,0.10015881038762448
Gezondheid Algemeen,1,GGD Regio Utrecht,0.3530525614065048,0.3176858449021351,0.38841927791087455,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,False,0.0
Gezondheid Algemeen,1,GGD Hollands-Noorden,0.4542560043585965,0.40875132578451767,0.4997606829326753,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,False,0.0
Gezondheid Algemeen,1,GGD Kennemerland,0.3536582307187538,0.3182308418465747,0.3890856195909329,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,False,0.0
Gezondheid Algemeen,1,GGD Amsterdam,0.3534270246429743,0.31802279662736455,0.3888312526585841,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,False,0.0
Gezondheid Algemeen,1,GGD Gooi en Vechtstreek,0.42419622715660343,0.38170275919165353,0.46668969512155334,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,False,0.0
Gezondheid Algemeen,1,GGD Hollands-Midden,0.20867197553422023,0.1877684517877145,0.22957549928072596,GGD Noord- en Oost-Gelderland,0.3765846625276664,True,False,-0.1679126869934462
Gezondheid Algemeen,1,GGD Rotterdam-Rijnmond,0.22750821674869673,0.20471778981591648,0.250298643681477,GGD Noord- en Oost-Gelderland,0.3765846625276664,True,False,-0.1490764457789697
Gezondheid Algemeen,1,Dienst Gezondheid & Jeugd ZHZ,0.34377124707590273,0.30933427772139266,0.3782082164304128,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,False,0.0
Gezondheid Algemeen,1,GGD Zeeland,0.29871688796655765,0.26879319771008986,0.32864057822302545,GGD Noord- en Oost-Gelderland,0.3765846625276664,True,False,-0.07786777456110877
Gezondheid Algemeen,1,GGD West-Brabant,0.4314247332595274,0.3882071563260042,0.4746423101930506,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,False,0.0
Gezondheid Algemeen,1,GGD Hart voor Brabant,0.3091975924478789,0.27822400723333385,0.340171177662424,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,False,0.0
Gezondheid Algemeen,1,GGD Brabant-Zuidoost,0.2587696298664709,0.2328476195488889,0.28469164018405285,GGD Noord- en Oost-Gelderland,0.3765846625276664,True,False,-0.11781503266119553
Gezondheid Algemeen,1,GGD Limburg-Noord,0.5465648768921554,0.49181324168157325,0.6013165121027375,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,True,0.16998021436448896
Gezondheid Algemeen,1,GGD Zuid-Limburg,0.3774223699513465,0.3396144302290015,0.41523030967369146,GGD Noord- en Oost-Gelderland,0.3765846625276664,False,False,0.0
